pidx,jhno,pno,url,status,name,yomi,spot
1202,29,26,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2067/,市有形（建造物）,法華寺番神堂（水間相模の建築群）,,岐阜県高山市
1203,29,27,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2068/,県重文,東照宮本殿（水間相模の建築群）,,岐阜県高山市
1204,29,28,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2069/,,水間一門の流れをくむ建築群,,岐阜県高山市
1205,29,29,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2070/,国重文,吉島家住宅（水間一門の流れをくむ建築群）,,岐阜県高山市
1206,29,30,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2071/,,川尻治助の建築群,,岐阜県高山市
1207,29,31,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2072/,国重文,日下部家住宅（川尻治助の建築群）,,岐阜県高山市
1208,29,32,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2073/,市有形（建造物）,田上家住宅（川尻治助の建築群）,,岐阜県高山市
1209,29,33,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2074/,,松田一門の建築群,,岐阜県高山市
1210,29,34,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2075/,県重文,大雄寺鐘堂（松田一門の建築群）,,岐阜県高山市
1211,29,35,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2076/,市有形（建造物）,国分寺表門（松田一門の建築群）,,岐阜県高山市
1212,29,36,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2077/,市指定（建造物）,富士社社殿（松田一門の建築群）,,岐阜県高山市
1213,29,37,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2078/,未指定,小坪規矩目録,,岐阜県高山市
1214,29,38,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2079/,未指定,飛騨内匠流大工秘密傳受,,岐阜県高山市
1215,29,39,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2080/,未指定,飛騨守内匠流秘事抜書,,岐阜県高山市
1216,29,40,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2081/,未指定,番匠取締規定書,,岐阜県高山市
1217,29,41,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2082/,記録作成等の措置を講ずべき無形文化財、伝統的工芸品,飛騨春慶,,岐阜県高山市
1218,29,42,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2083/,未指定、伝統的工芸品,一位一刀彫,,岐阜県高山市
1219,29,43,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2084/,市有形民俗,木地師の集団墓地,,岐阜県高山市
1220,29,44,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2085/,国有形民俗、県有形民俗,高山祭屋台,,岐阜県高山市
1221,29,45,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2086/,市無形民俗,有道杓子,,岐阜県高山市
1222,30,1,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2087/,国重文,中川原銅鐸,,兵庫県南あわじ市
1223,30,2,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2088/,国重文,日光寺銅鐸,,兵庫県南あわじ市
1224,30,3,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2089/,県史跡,銅鐸出土地 中の御堂,,兵庫県南あわじ市
1225,30,4,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2090/,未指定,松帆銅鐸,,兵庫県南あわじ市
1226,30,5,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2091/,国重文,慶野銅鐸,,兵庫県洲本市
1227,30,6,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2092/,県有形,古津路銅剣,,兵庫県南あわじ市
1228,30,7,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2093/,国史跡,五斗長垣内遺跡,,兵庫県淡路市
1229,30,8,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2094/,県有形,五斗長垣内遺跡 出土品,,兵庫県淡路市
1230,30,9,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2095/,未指定,塩壺西遺跡,,兵庫県淡路市
1231,30,10,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2096/,未指定,舟木遺跡,,兵庫県淡路市
1232,30,11,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2097/,未指定,二ツ石戎ノ前遺跡及び出土品,,兵庫県洲本市
1233,30,12,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2098/,未指定,下内膳遺跡,,兵庫県洲本市
1234,30,13,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2099/,未指定,沖ノ島古墳群と棒状石製品,,兵庫県南あわじ市
1235,30,14,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2100/,未指定,石の寝屋古墳群,,兵庫県淡路市
1236,30,15,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2101/,市史跡,岡の谷1号墳,,兵庫県洲本市
1237,30,16,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2102/,未指定,畑田遺跡の棒状石製品,,兵庫県淡路市
1238,30,17,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2103/,未指定,貴船神社遺跡,,兵庫県淡路市
1239,30,18,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2104/,未指定,引野遺跡,,兵庫県淡路市
1240,30,19,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2105/,未指定,旧城内遺跡,,兵庫県洲本市
1241,30,20,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2106/,未指定,木戸原遺跡と出土遺物,,兵庫県南あわじ市
1242,30,21,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2107/,未指定,コヤダニ古墳出土三角縁神獣鏡,,兵庫県洲本市
1243,30,22,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2108/,伊弉諾神宮,伊弉諾神宮,,兵庫県淡路市
1244,30,23,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2109/,未指定,大和大国魂神社,,兵庫県南あわじ市
1245,30,24,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2110/,国重文,先山千光寺,,兵庫県洲本市
1246,30,25,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2111/,未指定,御井の清水,,兵庫県淡路市
1247,30,26,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2112/,未指定,明石海峡と松帆の浦,,兵庫県淡路市
1248,30,27,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2113/,未指定,紀淡海峡と由良・成ヶ島,,兵庫県洲本市
1249,30,28,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2114/,未指定,鳴門海峡とうずしお,,兵庫県南あわじ市
1250,30,29,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2115/,国無形,淡路人形浄瑠璃,,兵庫県南あわじ市
1251,30,30,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2116/,市名勝,絵島,,兵庫県淡路市
1252,30,31,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2117/,未指定,自凝島神社と国生み神話伝承地　おのころ島神社,,兵庫県南あわじ市
1253,30,32,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2118/,未指定,自凝島神社と国生み神話伝承地　天の浮橋,,兵庫県南あわじ市
1254,30,33,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2119/,未指定,自凝島神社と国生み神話伝承地　葦原国,,兵庫県南あわじ市
1255,30,34,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2120/,未指定,沼島,,兵庫県南あわじ市
1256,31,1,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2121/,国宝,金峯山寺本堂,,奈良県吉野町
1257,31,2,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2122/,国登録,本善寺,,奈良県吉野町
1258,31,3,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2123/,町指定,願行寺,,奈良県下市町
1259,31,4,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2124/,県指定,黒滝村旧役場庁舎,,奈良県黒滝村
1260,31,5,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2125/,未指定,石仏,,奈良県黒滝村
1261,31,6,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2126/,未指定,みたらい渓谷,,奈良県天川村
1262,31,7,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2127/,未指定,洞川湧水群,,奈良県天川村
1263,31,8,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2128/,県天然記念物,前鬼のトチノキ巨樹群,,奈良県下北山村
1264,31,9,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2129/,村天然記念物,池神社と親子杉・夫婦杉,,奈良県下北山村
1265,31,10,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2130/,国天然記念物,シシンラン群落,,奈良県上北山村
1266,31,11,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2131/,未指定,吉野川源流−水源地の森,,奈良県川上村
1267,31,12,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2132/,国天然記念物,三之公川トガサワラ原生林,,奈良県川上村
1268,31,13,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2133/,村指定（歴史記念物）,土倉翁屋敷跡,,奈良県川上村
1269,31,14,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2134/,村指定（歴史記念物）,「土倉翁造林頌徳記念」岸壁碑文,,奈良県川上村
1270,31,15,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2135/,未指定,下多古村有林,,奈良県川上村
1271,31,16,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2136/,未指定,吉野川の開削跡,,奈良県吉野町奈良県川上村
1272,31,17,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2137/,未指定,吉野の天然の森と人工林,,奈良県吉野町奈良県下市町奈良県黒滝村奈良県天川村奈良県下北山村奈良県上北山村奈良県川上村奈良県東吉野村
1273,31,18,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2138/,県無形民俗,国栖奏,,奈良県吉野町
1274,31,19,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2139/,県史跡,龍門寺跡と龍門滝,,奈良県吉野町
1275,31,20,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2140/,重文,吉野水分神社,,奈良県吉野町
1276,31,21,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2141/,県無形民俗,丹生の太鼓踊り,,奈良県下市町
1277,31,22,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2142/,未指定,丹生川上神社下社,,奈良県下市町
1278,31,23,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2143/,未指定,フロウの滝,,奈良県黒滝村
1279,31,24,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2144/,未指定,河分神社,,奈良県黒滝村
1280,31,25,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2145/,未指定,高算堂,,奈良県黒滝村
1281,31,26,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2146/,未指定,鳳閣寺,,奈良県黒滝村
1282,31,27,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2147/,未指定,天河大辯財天社,,奈良県天川村
1283,31,28,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2148/,重文,大峰山寺,,奈良県天川村
1284,31,29,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2149/,未指定,龍泉寺,,奈良県天川村
1285,31,30,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2150/,未指定,栃尾観音堂,,奈良県天川村
1286,31,31,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2151/,県無形民俗,河合の弓引き行事（八日薬師）,,奈良県上北山村
1287,31,32,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2152/,史跡・県指定,笙の窟・銅造不動明王像,,奈良県上北山村
1288,31,33,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2153/,県天然記念物,不洞窟鍾乳洞,,奈良県川上村
1289,31,34,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2154/,未指定,丹生川上神社上社,,奈良県川上村
1290,31,35,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2155/,未指定,七滝八壺,,奈良県東吉野村
1291,31,36,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2156/,村指定,丹生川上神社中社,,奈良県東吉野村
1292,31,37,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2157/,未指定,木霊神社,,奈良県東吉野村
1293,31,38,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2158/,県無形民俗,木津川の祈祷念仏,,奈良県東吉野村
1294,31,39,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2159/,未指定,高見山,,奈良県東吉野村
1295,31,40,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2160/,未指定,山の神の信仰,,奈良県吉野町奈良県下市町奈良県黒滝村奈良県天川村奈良県下北山村奈良県上北山村奈良県川上村奈良県東吉野村
1296,31,41,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2161/,未指定,吉野山の街並み,,奈良県吉野町
1297,31,42,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2162/,未指定,洞川温泉街,,奈良県天川村
1298,31,43,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2163/,未指定,前鬼集落跡,,奈良県下北山村
1299,31,44,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2164/,未指定,吉野建,,奈良県吉野町奈良県下市町奈良県黒滝村奈良県天川村奈良県下北山村奈良県上北山村奈良県川上村奈良県東吉野村
1300,31,45,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2165/,未指定,吉野の手漉き和紙,,奈良県吉野町
1301,31,46,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2166/,未指定,下市の三宝制作技術,,奈良県下市町
1302,31,47,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2167/,未指定,下市の神酒の口制作技術,,奈良県下市町
1303,31,48,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2168/,国無形民俗,吉野の樽丸制作技術,,奈良県吉野町奈良県下市町奈良県黒滝村奈良県天川村奈良県下北山村奈良県上北山村奈良県川上村奈良県東吉野村
1304,31,49,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2169/,未指定,割箸制作技術,,奈良県吉野町奈良県下市町奈良県黒滝村奈良県天川村奈良県下北山村奈良県上北山村奈良県川上村奈良県東吉野村
1305,31,50,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2170/,未指定,陀羅尼助,,奈良県吉野町奈良県天川村
1306,31,51,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2171/,未指定,黒滝白きゅうり,,奈良県黒滝村
1307,31,52,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2172/,未指定,いもぼた,,奈良県天川村
1308,31,53,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2173/,未指定,朴の葉寿司,,奈良県下市町奈良県黒滝村奈良県天川村奈良県東吉野村
1309,31,54,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2174/,未指定,春まなのめはり寿司,,奈良県下北山村
1310,31,55,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2175/,未指定,栃餅,,奈良県上北山村
1311,31,56,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2176/,未指定,粽とでんがら,,奈良県川上村奈良県東吉野村
1312,31,57,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2177/,未指定,吉野葛,,奈良県吉野町奈良県下市町奈良県黒滝村奈良県天川村奈良県下北山村奈良県上北山村奈良県川上村奈良県東吉野村
1313,31,58,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2178/,未指定,柿の葉寿司,,奈良県吉野町奈良県下市町奈良県黒滝村奈良県天川村奈良県下北山村奈良県上北山村奈良県川上村奈良県東吉野村
1314,32,1,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2179/,国重要無形民俗,河内祭の御舟行事,,和歌山県串本町
1315,32,2,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2180/,国名勝,九龍島,,和歌山県串本町
1316,32,3,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2181/,未指定,潮岬の鯨山見,,和歌山県串本町
1317,32,4,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/5723/,未指定,樫野崎の鯨山見,,和歌山県串本町
1318,32,5,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/5725/,未指定,串本町史編纂資料,,和歌山県串本町
1319,32,6,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/5727/,未指定,有田八幡神社寄進札,,和歌山県串本町
1320,32,7,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/5729/,未指定,古座組鯨方石宝,,和歌山県串本町
1321,32,8,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2182/,県史跡,捕鯨の祖 和田頼元墓,,和歌山県太地町
1322,32,9,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2183/,県無形民俗,太地のくじら踊,,和歌山県太地町
1323,32,10,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2184/,町指定（建造物）,飛鳥神社,,和歌山県太地町
1324,32,11,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2185/,町史跡,鯨供養碑,,和歌山県太地町
1325,32,12,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2186/,町史跡,古式捕鯨 支度部屋跡,,和歌山県太地町
1326,32,13,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2187/,町史跡,古式捕鯨 狼煙場跡,,和歌山県太地町
1327,32,14,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2188/,未指定,燈明崎 燈明台跡,,和歌山県太地町
1328,32,15,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2189/,未指定,燈明崎 山見台跡,,和歌山県太地町
1329,32,16,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2190/,町史跡,古式捕鯨 高塚連絡所跡,,和歌山県太地町
1330,32,17,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2191/,未指定,和田の岩門,,和歌山県太地町
1331,32,18,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/5739/,未指定,太地角右衛門の墓,,和歌山県太地町
1332,32,19,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/5741/,未指定,刺し加子墓,,和歌山県太地町
1333,32,20,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/5743/,未指定,梶取崎　狼煙場跡,,和歌山県太地町
1334,32,21,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2192/,県無形民俗,三輪崎の鯨踊,,和歌山県新宮市
1335,32,22,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2193/,未指定,羽指中建立の石祠,,和歌山県新宮市
1336,32,23,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2194/,未指定,鯨山見跡,,和歌山県新宮市
1337,32,24,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/5747/,未指定,孔島厳島神社の石造物,,和歌山県新宮市
1338,32,25,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/5749/,未指定,三輪崎八幡神社の石灯籠,,和歌山県新宮市
1339,32,26,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2195/,未指定,青岸渡寺の魚霊供養碑,,和歌山県那智勝浦町
1340,32,27,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2196/,未指定,鹽竃神社のせみ祭り,,和歌山県那智勝浦町
1341,32,28,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2197/,未指定,浜の宮のお弓祭り,,和歌山県那智勝浦町
1342,32,29,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/5753/,未指定,宇久井半島の山見台跡群,,和歌山県那智勝浦町
1343,33,1,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2198/,未指定,大山,,鳥取県大山町鳥取県伯耆町鳥取県江府町
1344,33,2,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2199/,国重文（工芸品）,鉄製厨子,てつせいずし,鳥取県大山町
1345,33,3,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2200/,国重文（建造物）,大神山神社奥宮,おおがみやまじんじゃおくのみや,鳥取県大山町
1346,33,4,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2201/,国登録有形（建造物）,大山寺本堂,だいせんじほんどう,鳥取県大山町
1347,33,5,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2202/,町指定文化財（美術工芸）,大山御幸,,鳥取県大山町
1348,33,6,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2203/,未指定,博労座,,鳥取県大山町
1349,33,7,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2204/,未指定,大神山神社奥宮の石畳道,,鳥取県大山町
1350,33,8,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2205/,未指定,大山道（尾高道）,,鳥取県米子市鳥取県大山町
1351,33,9,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2206/,未指定,大山道（坊領道）,,鳥取県大山町
1352,33,10,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2207/,未指定,大山道（溝口道）,,鳥取県伯耆町
1353,33,11,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2208/,未指定,大山道（丸山道）,,鳥取県伯耆町
1354,33,12,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2209/,未指定,大山道（川床道）,,鳥取県大山町
1355,33,13,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2210/,未指定,地蔵滝の泉と地蔵滝地蔵,,鳥取県伯耆町
1356,33,14,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2211/,未指定,桝水地蔵,,鳥取県伯耆町
1357,33,15,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2212/,未指定,大山道（横手道）と一町地蔵,,鳥取県大山町鳥取県伯耆町鳥取県江府町
1358,33,16,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2213/,未指定,下蚊屋の町並み,,鳥取県江府町
1359,33,17,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2214/,国選定（重伝健）,大山町所子伝統的建造物群保存地区,だいせんちょうところごでんとうてきけんぞうぶつぐんほぞんちく,鳥取県大山町
1360,33,18,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2215/,未指定,文殊堂,,鳥取県江府町
1361,33,19,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2216/,未指定,「大山おこわ」と「大山そば」,,鳥取県米子市鳥取県大山町鳥取県伯耆町鳥取県江府町
1362,33,20,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2217/,県無形（民俗）,もひとり神事,,鳥取県大山町
1363,33,21,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2218/,未指定,池さん神事（硯ヶ池）,,鳥取県伯耆町
1364,33,22,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2219/,未指定,旧加茂川の地蔵,,鳥取県米子市
1365,34,1,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2220/,国指定重要有形民俗文化財,菅谷たたら山内,,島根県雲南市
1366,34,2,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2221/,未指定史跡,萱ノ鉄穴場跡,,島根県雲南市
1367,34,3,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2222/,未指定文化的景観,田部家土蔵群と吉田の街並み,,島根県雲南市
1368,34,4,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2223/,県指定有形民俗文化財,菅谷鑪製鉄用具141点,,島根県雲南市
1369,34,5,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2224/,市指定有形民俗文化財,大鍛冶屋道具10点,,島根県雲南市
1370,34,6,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2225/,県指定無形民俗文化財,槻の屋神楽,,島根県雲南市
1371,34,7,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2226/,県指定無形民俗文化財,大原神職神楽,,島根県雲南市
1372,34,8,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2227/,県指定無形民俗文化財,海潮山王寺神楽,,島根県雲南市
1373,34,9,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2228/,市指定無形民俗文化財,海潮神代神楽,,島根県雲南市
1374,34,10,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2229/,市指定無形民俗文化財,日登神楽,,島根県雲南市
1375,34,11,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2230/,市指定無形民俗文化財,佐世神楽,,島根県雲南市
1376,34,12,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2231/,県立自然公園、日本の滝百選,龍頭が滝,,島根県雲南市
1377,34,13,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2232/,県立自然公園、日本の滝百選,八重滝,,島根県雲南市
1378,34,14,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2233/,県指定有形文化財,金屋子神社,,島根県安来市
1379,34,15,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2234/,未指定文化的景観,金屋子神社と西比田の町,,島根県安来市
1380,34,16,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2235/,国選定保存技術,玉鋼製造（たたら吹き）伝承,,島根県奥出雲町
1381,34,17,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2236/,国指定天然記念物,竹﨑のカツラ,,島根県奥出雲町
1382,34,18,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2237/,国選定重要文化的景観,奥出雲たたら製鉄及び棚田の文化的景観,,島根県奥出雲町
1383,34,19,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2238/,国選定重要文化的景観、国登録有形文化財,鳥上木炭銑工場角炉,,島根県奥出雲町
1384,34,20,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2239/,国選定重要文化的景観、国指定重要文化財,櫻井家住宅,,島根県奥出雲町
1385,34,21,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2240/,国選定重要文化的景観、国登録有形文化財,絲原家住宅,,島根県奥出雲町
1386,34,22,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2241/,国名勝及び天然記念物,鬼舌振,,島根県奥出雲町
1387,34,23,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2242/,国選定重要文化的景観、県指定史跡,陰地たたら跡,,島根県奥出雲町
1388,34,24,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2243/,国選定重要文化的景観,羽内谷鉱山,,島根県奥出雲町
1389,34,25,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2244/,町指定有形民俗文化財,鉄穴流し本場,,島根県奥出雲町
1390,34,26,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2245/,国選定重要文化的景観、町指定名勝,旧ト蔵氏庭園,,島根県奥出雲町
1391,34,27,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2246/,国選定重要文化的景観、町指定史跡,原たたら（叢雲たたら）跡,,島根県奥出雲町
1392,34,28,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2247/,国選定重要文化的景観,槙原たたら角炉,,島根県奥出雲町
1393,34,29,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2248/,未指定名勝,卜蔵新田,,島根県安来市
1394,34,30,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2249/,国指定重要有形民俗文化財,たたら製鉄用具250点,,島根県安来市
1395,34,31,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2250/,県指定無形文化財,日本刀（小林貞俊・小林力夫）,,島根県奥出雲町
